DATAFLOW,MEASURE,REGION,FREQ,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,UNIT_MULT,OBS_STATUS,OBS_COMMENT
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2015-Q3,522.2,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2015-Q4,483.3,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2016-Q1,489.8,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2016-Q2,482,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2016-Q3,466.5,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2016-Q4,457.6,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2017-Q1,455.2,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2017-Q2,454,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2017-Q3,452.6,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2017-Q4,441.1,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2018-Q1,449.1,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2018-Q2,441.3,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2018-Q3,417.1,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2018-Q4,447.3,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2019-Q1,431.5,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2019-Q2,439.7,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2019-Q3,439.3,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2019-Q4,411.9,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2020-Q1,415.9,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2020-Q2,426.8,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2020-Q3,420.2,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2020-Q4,458.7,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2021-Q1,446,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2021-Q2,469,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2021-Q3,481.8,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2021-Q4,499.1,AUD,3,r,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2022-Q1,509.1,AUD,3,p,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2011-Q3,70315.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2011-Q4,71619.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2012-Q1,70580.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2012-Q2,68526.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2012-Q3,67711.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2012-Q4,69458.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2013-Q1,68651.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2013-Q2,69658.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2013-Q3,69781.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2013-Q4,72022.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2014-Q1,72273.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2014-Q2,72597.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2014-Q3,73396.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2014-Q4,73321.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2015-Q1,74144.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2015-Q2,76330.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2015-Q3,76500.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2015-Q4,78467.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2016-Q1,77128.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2016-Q2,80115.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2016-Q3,81307.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2016-Q4,84373.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2017-Q1,85858.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2017-Q2,87275.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2017-Q3,90686.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2017-Q4,93260.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2018-Q1,96875.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2018-Q2,97816.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2018-Q3,100287.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2018-Q4,101881.7,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2019-Q1,100947.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2019-Q2,104103.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2019-Q3,104474.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2019-Q4,109782.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2020-Q1,113968.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2020-Q2,114349.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2020-Q3,115008.9,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2020-Q4,125185.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2021-Q1,136796,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2021-Q2,143403.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2021-Q3,154058.9,AUD,6,r,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2021-Q4,169624.2,AUD,6,r,
ABS:RES_DWELL_ST(1.0.0),1,6,Q,2022-Q1,174987.9,AUD,6,p,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2011-Q3,723858.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2011-Q4,721480.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2012-Q1,717810.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2012-Q2,722320.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2012-Q3,730611.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2012-Q4,734111.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2013-Q1,737423.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2013-Q2,747864.7,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2013-Q3,749899,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2013-Q4,769482.7,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2014-Q1,784432.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2014-Q2,795822.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2014-Q3,806998.7,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2014-Q4,822976.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2015-Q1,828755.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2015-Q2,845193.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2015-Q3,858291.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2015-Q4,876355.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2016-Q1,871376.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2016-Q2,891910,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2016-Q3,900032,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2016-Q4,924852.9,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2017-Q1,932022.7,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2017-Q2,942192.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2017-Q3,958164,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2017-Q4,972979.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2018-Q1,982835.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2018-Q2,992105.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2018-Q3,1006903.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2018-Q4,1000569.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2019-Q1,986238,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2019-Q2,1000736.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2019-Q3,1020668.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2019-Q4,1037545.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2020-Q1,1049595.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2020-Q2,1053594.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2020-Q3,1094121.9,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2020-Q4,1144363.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2021-Q1,1214415.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2021-Q2,1312206.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2021-Q3,1400341.4,AUD,6,r,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2021-Q4,1527572.4,AUD,6,r,
ABS:RES_DWELL_ST(1.0.0),2,3,Q,2022-Q1,1622597.7,AUD,6,p,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2011-Q3,233784.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2011-Q4,232911.9,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2012-Q1,234939.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2012-Q2,235976.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2012-Q3,233521.9,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2012-Q4,237570.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2013-Q1,239143.7,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2013-Q2,240818.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2013-Q3,243285.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2013-Q4,249781.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2014-Q1,251928,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2014-Q2,254516.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2014-Q3,257175.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2014-Q4,262982.9,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2015-Q1,266011,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2015-Q2,273939,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2015-Q3,278065.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2015-Q4,277855.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2016-Q1,276573.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2016-Q2,280264.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2016-Q3,283293.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2016-Q4,293478.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2017-Q1,299272.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2017-Q2,305017.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2017-Q3,305331.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2017-Q4,311368.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2018-Q1,312679.9,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2018-Q2,310864,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2018-Q3,309930,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2018-Q4,308852.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2019-Q1,303851.9,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2019-Q2,307104.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2019-Q3,318011.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2019-Q4,323380.9,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2020-Q1,328428.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2020-Q2,328669.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2020-Q3,338452,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2020-Q4,356962.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2021-Q1,371651.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2021-Q2,389092,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2021-Q3,419295.4,AUD,6,r,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2021-Q4,439090.7,AUD,6,r,
ABS:RES_DWELL_ST(1.0.0),3,AUS,Q,2022-Q1,449842.7,AUD,6,p,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2011-Q3,20465.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2011-Q4,20956,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2012-Q1,20520.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2012-Q2,20621.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2012-Q3,20132.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2012-Q4,20109.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2013-Q1,20257.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2013-Q2,20016.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2013-Q3,20193.9,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2013-Q4,20514.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2014-Q1,20782.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2014-Q2,20603,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2014-Q3,20456,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2014-Q4,20625.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2015-Q1,20832.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2015-Q2,20569.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2015-Q3,20550.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2015-Q4,20610.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2016-Q1,20541.7,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2016-Q2,20198.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2016-Q3,20308.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2016-Q4,20743.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2017-Q1,20861.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2017-Q2,20896.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2017-Q3,20998.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2017-Q4,21541.9,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2018-Q1,21698.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2018-Q2,21810.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2018-Q3,21897.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2018-Q4,22625.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2019-Q1,22238.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2019-Q2,22372.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2019-Q3,22381.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2019-Q4,23298.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2020-Q1,22847.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2020-Q2,23016.7,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2020-Q3,24222.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2020-Q4,25031,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2021-Q1,25535.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2021-Q2,26432.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2021-Q3,27700.3,AUD,6,r,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2021-Q4,30084.2,AUD,6,r,
ABS:RES_DWELL_ST(1.0.0),3,4,Q,2022-Q1,31871.2,AUD,6,p,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2011-Q3,2839,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2011-Q4,2845.1,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2012-Q1,2850.3,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2012-Q2,2856.3,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2012-Q3,2862.8,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2012-Q4,2871.2,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2013-Q1,2877.3,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2013-Q2,2884.7,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2013-Q3,2892.6,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2013-Q4,2901.6,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2014-Q1,2908.6,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2014-Q2,2917.1,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2014-Q3,2930.5,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2014-Q4,2944.3,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2015-Q1,2955.7,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2015-Q2,2968.2,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2015-Q3,2982.8,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2015-Q4,2998.5,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2016-Q1,3010.4,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2016-Q2,3028,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2016-Q3,3044.5,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2016-Q4,3060,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2017-Q1,3072.6,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2017-Q2,3086,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2017-Q3,3099.4,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2017-Q4,3113.4,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2018-Q1,3127.7,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2018-Q2,3142.4,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2018-Q3,3159.9,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2018-Q4,3178,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2019-Q1,3190.6,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2019-Q2,3207.2,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2019-Q3,3220.6,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2019-Q4,3236.1,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2020-Q1,3246.3,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2020-Q2,3259.3,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2020-Q3,3271.6,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2020-Q4,3282.3,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2021-Q1,3292.8,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2021-Q2,3303.8,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2021-Q3,3313.3,NUM,3,r,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2021-Q4,3326.3,NUM,3,r,
ABS:RES_DWELL_ST(1.0.0),4,1,Q,2022-Q1,3337.2,NUM,3,p,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2011-Q3,79314.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2011-Q4,81894.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2012-Q1,80933.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2012-Q2,81422.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2012-Q3,80506.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2012-Q4,84354.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2013-Q1,82037.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2013-Q2,85688.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2013-Q3,84213.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2013-Q4,88180.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2014-Q1,87182.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2014-Q2,88479.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2014-Q3,89022.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2014-Q4,92011.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2015-Q1,93120.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2015-Q2,94588.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2015-Q3,95435.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2015-Q4,98843.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2016-Q1,96601.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2016-Q2,99612.9,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2016-Q3,100142.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2016-Q4,105866,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2017-Q1,106760.9,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2017-Q2,108308.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2017-Q3,108616.9,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2017-Q4,113179.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2018-Q1,114464.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2018-Q2,115982.7,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2018-Q3,115571.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2018-Q4,116767.9,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2019-Q1,116417.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2019-Q2,116763.9,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2019-Q3,118153.9,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2019-Q4,125005.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2020-Q1,125060.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2020-Q2,128461.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2020-Q3,132392.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2020-Q4,140314.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2021-Q1,151526.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2021-Q2,165369.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2021-Q3,170962.3,AUD,6,r,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2021-Q4,185321.9,AUD,6,r,
ABS:RES_DWELL_ST(1.0.0),1,8,Q,2022-Q1,191528.8,AUD,6,p,
ABS:RES_DWELL_ST(1.0.0),2,5,Q,2011-Q3,464342.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,5,Q,2011-Q4,463152.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,5,Q,2012-Q1,474579.7,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,5,Q,2012-Q2,475476.2,AUD,6,,
